"","date","ws","wd","rh","pres","solar","temp_mean","temp_max","temp_min","precip_sum","casos_total","poblacio_total","incidencia_1000","co","hcnm","hct","no","no2","nox","o3","pm10","pm2.5","so2"
"1632","2016-03-05",4.39375,308.604166666667,46.7916666666667,NA,201.854166666667,12.375,16.2,8.3,0,113,70918,1.59338954849263,NA,NA,NA,2.67,15.29,18.71,NA,13.12,NA,NA
"1633","2016-03-06",3.24166666666667,267.479166666667,59.2916666666667,NA,188.75,9.52291666666667,14.1,6,0,105,60331,1.74039879995359,NA,NA,NA,2.83,16.17,20.33,NA,11.71,NA,NA
"1634","2016-03-07",2.60625,250.083333333333,59.8125,NA,205.604166666667,10.0041666666667,14.6,4.6,0,634,264342,2.3984081228106,NA,NA,NA,5.08,26.54,34.12,NA,13.75,NA,NA
"1635","2016-03-08",3.27708333333333,181.083333333333,67.1458333333333,NA,198.958333333333,10.5333333333333,14.4,7,0,524,217516,2.40901818716784,NA,NA,NA,3.62,27.38,32.43,NA,16.58,NA,NA
"1636","2016-03-09",2.275,278.479166666667,70.8541666666667,NA,61.9166666666667,7.8375,11.1,4.1,0.3,497,214031,2.32209352850755,NA,NA,NA,9.29,42.67,56.25,NA,15.54,NA,NA
"1637","2016-03-10",3.12083333333333,290.791666666667,56.6666666666667,NA,202.604166666667,8.88125,15.6,4.1,0,408,182121,2.24026883225987,NA,NA,NA,13,46,65.62,NA,19.92,NA,NA
"1638","2016-03-11",2.60833333333333,255.375,61.8958333333333,NA,219.416666666667,9.66041666666667,15.4,4.7,0,425,199386,2.13154383958753,NA,NA,NA,5.88,36.75,45,NA,17.5,NA,NA
"1639","2016-03-12",3.025,274.4375,62.8958333333333,NA,217.708333333333,9.70416666666667,15.5,4.9,0,124,72616,1.70761264735045,NA,NA,NA,6.62,36.42,45.67,NA,18.71,NA,NA
"1640","2016-03-13",3.34375,249.583333333333,62.9166666666667,NA,208.791666666667,9.52083333333333,15.2,4.7,0,92,52027,1.76831260691564,NA,NA,NA,9.83,31,45.54,NA,24.79,NA,NA
"1641","2016-03-14",2.60416666666667,203.625,74.6875,NA,133.270833333333,10.1166666666667,14.7,5.6,0,605,250815,2.41213643522118,NA,NA,NA,13.46,50.58,70.54,NA,25.16,NA,NA
"1642","2016-03-15",2.42916666666667,307.729166666667,76.75,NA,77.0833333333333,9.97916666666667,14.2,7.4,0.1,552,242943,2.27213790889221,NA,NA,NA,10.12,45.67,60.42,NA,23.83,NA,NA
"1643","2016-03-16",2.84166666666667,207.166666666667,74.8541666666667,NA,133.875,9.7625,15.1,6.7,8.6,461,200605,2.29804840357917,NA,NA,NA,5.29,31.95,39.71,NA,15.33,NA,NA
"1644","2016-03-17",2.38125,200.541666666667,76.1875,NA,88.5416666666667,9.26458333333333,12.7,6.9,2,425,193686,2.19427320508452,NA,NA,NA,12.71,46.46,65.33,NA,11.88,NA,NA
"1645","2016-03-18",2.39166666666667,261.895833333333,80.8958333333333,NA,176.833333333333,10.0125,14.7,5.1,0,359,179382,2.00131562810092,NA,NA,NA,17,45.96,71.33,NA,19.83,NA,NA
"1646","2016-03-19",2.02083333333333,176,85.3958333333333,NA,77.1458333333333,11.9416666666667,15.2,8.7,1.1,88,56641,1.55364488621317,NA,NA,NA,1.96,33,35.46,NA,12.58,NA,NA
"1647","2016-03-20",2.20625,167.833333333333,86.1666666666667,NA,192.479166666667,12.625,16.5,9.3,8.4,73,50067,1.45804621806779,NA,NA,NA,2.42,24.08,27,NA,10.88,NA,NA
"1648","2016-03-21",2.33125,230.854166666667,83.3541666666667,NA,163.645833333333,11.8708333333333,15.7,8.7,0,528,234884,2.2479181212854,NA,NA,NA,10.96,46.83,63,NA,17.5,NA,NA
"1649","2016-03-22",2.85833333333333,271.416666666667,76.6041666666667,NA,169.708333333333,12.4625,17.4,9.1,0,409,189868,2.15412813112267,NA,NA,NA,12.33,41.67,60,NA,18.88,NA,NA
"1650","2016-03-23",3.90416666666667,253.416666666667,58.1666666666667,NA,222.75,12.3291666666667,19,7,0,340,156457,2.17312104923397,NA,NA,NA,4.92,30.21,36.79,NA,18.29,NA,NA
"1651","2016-03-24",3.83125,262.9375,70,NA,247.208333333333,11.3125,16.1,5.2,0,273,131214,2.08057067081257,NA,NA,NA,3.86,30.82,35.82,NA,25.17,NA,NA
"1652","2016-03-25",2.275,204.354166666667,81.9791666666667,NA,188.458333333333,11.4770833333333,16.6,7,0.4,65,40059,1.6226066551836,NA,NA,NA,4.25,21.38,27.54,NA,24.42,NA,NA
"1653","2016-03-26",2.9875,250.979166666667,82.1875,NA,199.125,13.0125,17.7,7.6,0,102,62730,1.6260162601626,NA,NA,NA,2.71,19.67,23.08,NA,22.17,NA,NA
"1654","2016-03-27",2.65833333333333,202.9375,78.875,NA,187.104166666667,12.7895833333333,16.8,8.1,0,65,43333,1.5000115385503,NA,NA,NA,4.18,20.36,25.5,NA,19.09,NA,NA
"1655","2016-03-28",2.31041666666667,281.041666666667,70.7291666666667,NA,152.104166666667,13.7041666666667,21.3,8.2,0,95,53499,1.77573412587151,NA,NA,NA,3.04,15.46,18.92,NA,17.62,NA,NA
"1656","2016-03-29",3.59791666666667,259.25,65.5625,NA,242.333333333333,15.1145833333333,21.1,8.6,0,406,192242,2.11192143236129,NA,NA,NA,10.21,29.25,44.29,NA,18,NA,NA
"1657","2016-03-30",2.04166666666667,227.3125,80.625,NA,227.416666666667,13.7666666666667,20.8,9.5,0,305,160603,1.89909279403249,NA,NA,NA,22.74,53.87,88.35,NA,26.62,NA,NA
"1658","2016-03-31",3.73958333333333,205.416666666667,66.4375,NA,228.020833333333,15.4020833333333,21.1,10.3,0,291,136656,2.12943449244819,NA,NA,NA,10.04,38.5,53.58,NA,32.25,NA,NA
"1659","2016-04-01",2.51458333333333,239.166666666667,83.7708333333333,NA,60.5416666666667,11.0979166666667,13.6,8.2,13.5,210,110808,1.89517002382499,NA,NA,NA,6.25,35.67,44.88,NA,16.25,NA,NA
"1660","2016-04-02",1.99791666666667,280.479166666667,74.8541666666667,NA,144.0625,11.7625,18,6.7,0,84,54781,1.5333783611106,NA,NA,NA,8.33,30.58,42.88,NA,17.58,NA,NA
"1661","2016-04-03",2.7,254.125,82.5833333333333,NA,175.770833333333,12.6625,16.9,7.3,0,65,40362,1.61042564788663,NA,NA,NA,10.42,30.83,46.29,NA,20.21,NA,NA
"1662","2016-04-04",2.00833333333333,204.625,86.75,NA,114.9375,13.7583333333333,17.5,9.4,3.7,399,189067,2.11036299301306,NA,NA,NA,9.29,30.42,43.79,NA,23.33,NA,NA
"1663","2016-04-05",3.55416666666667,150.0625,89.5833333333333,NA,49.3333333333333,14.0395833333333,15.5,11,10.5,261,147676,1.76738264850077,NA,NA,NA,6.18,34.29,43.27,NA,18,NA,NA
"1664","2016-04-06",2.67916666666667,273.333333333333,75.4583333333333,NA,241.1875,14.7604166666667,20.7,9.9,0,234,120463,1.94250516756182,NA,NA,NA,14.17,39.83,61,NA,17.54,NA,NA
"1665","2016-04-07",3.14375,229,68.1458333333333,NA,276.375,14.3916666666667,18,10.2,0,229,114896,1.99310680963654,NA,NA,NA,4.75,28.17,34.79,NA,20.29,NA,NA
"1666","2016-04-08",2.57916666666667,206.479166666667,74.5208333333333,NA,186.604166666667,10.78125,14.1,6.4,2.2,250,129958,1.92369842564521,NA,NA,NA,5.29,24.83,32.38,NA,11.12,NA,NA
"1667","2016-04-09",4.25,272.1875,62.7708333333333,NA,277.729166666667,12.2708333333333,18,8.2,0,57,36763,1.5504719418981,NA,NA,NA,2.62,18.21,21.75,NA,14.75,NA,NA
"1668","2016-04-10",2.85208333333333,256.145833333333,81.2083333333333,NA,227.458333333333,13.0625,17.8,8.5,0,51,31865,1.60050211831163,NA,NA,NA,4.08,34.62,40.17,NA,28.38,NA,NA
"1669","2016-04-11",3.03333333333333,249.125,76.875,NA,272.8125,14.4229166666667,20.5,9,0.1,345,157510,2.19033712145261,NA,NA,NA,4.79,36.33,43.04,NA,25.71,NA,NA
"1670","2016-04-12",2.55208333333333,230.333333333333,79.2708333333333,NA,266.020833333333,14.2125,20.3,8.6,0,261,124353,2.09886371860751,NA,NA,NA,7.92,37.25,48.58,NA,23,NA,NA
"1671","2016-04-13",3.16041666666667,264.5625,58.8333333333333,NA,263.041666666667,16.28125,23,9.5,0,252,117447,2.14564867557281,NA,NA,NA,8.88,32.58,45.17,NA,19.96,NA,NA
"1672","2016-04-14",3.54166666666667,260.625,61.0833333333333,NA,297.604166666667,15.48125,22.4,9.7,0,235,110876,2.11948482990007,NA,NA,NA,10.62,38.46,53.71,NA,22,NA,NA
"1673","2016-04-15",2.73958333333333,224.458333333333,79.8541666666667,NA,258.5,14.6104166666667,20,8.9,0,228,115077,1.98128209807346,NA,NA,NA,8.67,33.58,46.08,NA,24.46,NA,NA
"1674","2016-04-16",3.9375,265.416666666667,69.7291666666667,NA,288.291666666667,17.0229166666667,22.8,9.9,0,53,30805,1.72049991884434,NA,NA,NA,3.88,26.04,31.46,NA,23.42,NA,NA
"1675","2016-04-17",3.62291666666667,204.854166666667,62.6041666666667,NA,251.895833333333,18.1708333333333,24.5,12.8,0,47,31463,1.49381813558783,NA,NA,NA,2.33,14.58,17.12,NA,15.12,NA,NA
"1676","2016-04-18",2.62083333333333,208.291666666667,76.1875,NA,292.541666666667,14.1604166666667,18.8,9.7,0,345,149749,2.30385511756339,NA,NA,NA,8.04,27.67,38.79,NA,19.08,NA,NA
"1677","2016-04-19",2.50416666666667,197.8125,66,NA,253.854166666667,13.8791666666667,19.9,8.7,0,321,151550,2.11811283404817,NA,NA,NA,5.12,29.96,36.67,NA,20.75,NA,NA
"1678","2016-04-20",5.14166666666667,90.6458333333333,52.875,NA,240.708333333333,17,20.7,12.2,1.2,295,143751,2.05215963715035,NA,NA,NA,3.04,21.96,25.58,NA,30.79,NA,NA
"1679","2016-04-21",2.34791666666667,184.1875,85,NA,166.0625,14.6395833333333,19.7,11.8,13.3,234,116576,2.00727422454021,NA,NA,NA,4.18,35.27,40.77,NA,14.62,NA,NA
"1680","2016-04-22",2.29166666666667,238.166666666667,86.7916666666667,NA,160.708333333333,14.9291666666667,18.9,11.2,0,233,117254,1.98713903150426,NA,NA,NA,13.12,48.58,68.29,NA,22.58,NA,NA
"1681","2016-04-23",2.60416666666667,241.208333333333,78.7708333333333,NA,290.625,14.7,20.1,10,2.2,55,35608,1.54459671983824,NA,NA,NA,4.62,30.75,37.54,NA,13.21,NA,NA
"1682","2016-04-24",3.14166666666667,220.333333333333,74.6875,NA,314.6875,14.5625,18.9,9.6,0,64,40649,1.57445447612487,NA,NA,NA,4.21,20,26.17,NA,13.83,NA,NA
"1683","2016-04-25",3.72083333333333,256.4375,65.4375,NA,306.416666666667,13.06875,17.2,7.6,0,337,153594,2.19409612354649,NA,NA,NA,4.79,21,27.88,NA,22.92,NA,NA
"1684","2016-04-26",2.85416666666667,204.708333333333,71.9375,NA,304.229166666667,14.3458333333333,19.5,8.2,0,263,122141,2.15324911372921,NA,NA,NA,13.96,38.04,59.12,NA,25.96,NA,NA
"1685","2016-04-27",3.07916666666667,80.2708333333333,76.1458333333333,NA,69.9375,13.9041666666667,15.4,11.5,2.2,256,125659,2.03725956755982,NA,NA,NA,4.21,21.04,27,NA,21.38,NA,NA
"1686","2016-04-28",1.98333333333333,137.458333333333,81.8958333333333,NA,77.75,11.91875,15.3,8.1,4.3,214,109148,1.960640598087,NA,NA,NA,5.62,34,42.25,NA,13.29,NA,NA
"1687","2016-04-29",2.73958333333333,253.333333333333,77.0625,NA,276.958333333333,14.0333333333333,18.6,10,0,250,122588,2.03935132313114,NA,NA,NA,10.88,36.58,53.12,NA,17.58,NA,NA
"1688","2016-04-30",2.41458333333333,229.729166666667,84.8541666666667,NA,125.75,12.9,18.1,8.6,2.5,44,23981,1.83478587214878,NA,NA,NA,3.62,24.5,29.62,NA,15.21,NA,NA
"1689","2016-05-01",3.23125,281.875,47.5416666666667,NA,336.5625,13.74375,21.1,8.1,0,50,29002,1.72401903317013,NA,NA,NA,3.96,19.29,25.12,NA,14.92,NA,NA
"1690","2016-05-02",3.32708333333333,263.791666666667,49.8958333333333,NA,332.8125,16.10625,24.9,8.2,0,323,148200,2.17948717948718,NA,NA,NA,5.24,28.29,35.86,NA,20.29,NA,NA
"1691","2016-05-03",2.64583333333333,199.208333333333,71.7083333333333,NA,322.541666666667,15.24375,20.1,9.5,0,274,123313,2.22198794936463,NA,NA,NA,13.71,43.08,63.46,NA,28.79,NA,NA
"1692","2016-05-04",3.73333333333333,253.645833333333,71.0208333333333,NA,330.666666666667,15.8041666666667,21.6,10.4,0,262,138476,1.89202461076288,NA,NA,NA,9.33,34.29,48.12,NA,23.08,NA,NA
"1693","2016-05-05",3.78333333333333,161.520833333333,71.9166666666667,NA,315.645833333333,15.5958333333333,20.3,10.6,0,254,116060,2.18852317766672,NA,NA,NA,4.88,27.88,34.88,NA,24.75,NA,NA
"1694","2016-05-06",2.97708333333333,99.5208333333333,76.5,NA,136.833333333333,16.13125,18.8,13.7,0.4,220,102288,2.15078992648209,NA,NA,NA,3.54,29.58,34.29,NA,35.17,NA,NA
"1695","2016-05-07",2.34583333333333,109.583333333333,81.3958333333333,NA,116.5,15.4770833333333,20.2,12.8,3.8,69,46932,1.47021222193812,NA,NA,NA,2.04,22.67,25.08,NA,16.62,NA,NA
"1696","2016-05-08",2.53958333333333,89.5833333333333,89.7708333333333,NA,82.3333333333333,15.5458333333333,17.9,11.5,1.1,71,40520,1.75222112537019,NA,NA,NA,2.08,23.08,25.54,NA,15.21,NA,NA
"1697","2016-05-09",3.48541666666667,86.25,92.7083333333333,NA,30.5833333333333,16.3625,17.7,13.9,2.9,339,146861,2.30830513206365,NA,NA,NA,6.33,35.46,44.12,NA,36.38,NA,NA
"1698","2016-05-10",2.09583333333333,253.75,83.6458333333333,NA,138.104166666667,15.5583333333333,20.1,11.3,7.8,245,118742,2.06329689579087,NA,NA,NA,17,47.42,72.79,NA,17.33,NA,NA
"1699","2016-05-11",3.57916666666667,267.6875,78.2083333333333,NA,263.791666666667,15.5604166666667,20.8,11.4,0.1,257,126260,2.03548233803263,NA,NA,NA,6.86,34.67,44.43,NA,13.79,NA,NA
"1700","2016-05-12",3.06666666666667,246.458333333333,71.6666666666667,NA,276.645833333333,16.4,21.8,10.9,0,242,113448,2.13313588604471,NA,NA,NA,11.12,38.75,54.71,NA,19.27,NA,NA
"1701","2016-05-13",2.62083333333333,244.375,73.0416666666667,NA,246.083333333333,16.41875,21.6,10.7,0,216,105025,2.05665317781481,NA,NA,NA,13.71,49.88,70.08,NA,20.67,NA,NA
"1702","2016-05-14",2.34583333333333,230.854166666667,73.9166666666667,NA,310.666666666667,16.9166666666667,22.6,10.5,1.7,65,34985,1.85793911676433,NA,NA,NA,2.5,25.92,28.54,NA,13.71,NA,NA
"1703","2016-05-15",2.44583333333333,214,71.5833333333333,NA,336.9375,18.5354166666667,23.8,14.1,0,74,42493,1.74146329983762,NA,NA,NA,3.33,29.88,33.54,NA,16.79,NA,NA
"1704","2016-05-16",2.53333333333333,232.166666666667,66.625,NA,333.729166666667,17.71875,22.9,11.2,0,84,47524,1.76752798585978,NA,NA,NA,1.54,15.5,16.83,NA,17.88,NA,NA
"1705","2016-05-17",2.76041666666667,244.083333333333,74.2291666666667,NA,261.520833333333,16.3583333333333,21.4,11.3,0,322,144187,2.23321103844313,NA,NA,NA,2.92,26.08,29.08,NA,21.04,NA,NA
"1706","2016-05-18",3.75416666666667,231.270833333333,80.25,NA,306.75,17.36875,21.7,12.2,0,266,124493,2.13666631858819,NA,NA,NA,3.88,24.62,29.29,NA,26.33,NA,NA
"1707","2016-05-19",2.74166666666667,215.020833333333,72.8541666666667,NA,325.4375,18.2833333333333,23.6,14.6,0,270,132974,2.03047212236979,NA,NA,NA,4.38,31.38,37.04,NA,24.5,NA,NA
"1708","2016-05-20",2.81875,243.979166666667,75.0625,NA,330.375,18.1895833333333,22.9,12.6,0,248,118894,2.08589163456524,NA,NA,NA,3.42,24.12,28.33,NA,24.29,NA,NA
"1709","2016-05-21",3.96041666666667,249.1875,77.6041666666667,NA,341.708333333333,17.7854166666667,22.7,12,0,71,40551,1.75088160587902,NA,NA,NA,3.58,26.33,30.42,NA,25.92,NA,NA
"1710","2016-05-22",3.06041666666667,232.583333333333,82.8333333333333,NA,230.333333333333,17.1333333333333,22.5,12.5,3,43,26275,1.63653663177926,NA,NA,NA,2.33,17.42,19.67,NA,22.83,NA,NA
"1711","2016-05-23",3.64166666666667,263.958333333333,61.6458333333333,NA,347.5625,15.8416666666667,21.5,10.6,0,337,136595,2.46714740656686,NA,NA,NA,3.71,18,22.75,NA,16.33,NA,NA
"1712","2016-05-24",3.05833333333333,257.729166666667,72.6875,NA,308,17.0375,22,12.3,0,279,135205,2.06353315335971,NA,NA,NA,4.5,23.96,29.54,NA,19.83,NA,NA
"1713","2016-05-25",2.25833333333333,201.5625,74.625,NA,254.145833333333,18.8354166666667,23.6,12.7,0,277,130026,2.1303431621368,NA,NA,NA,7.64,39.41,50.27,NA,26.21,NA,NA
"1714","2016-05-26",3.02708333333333,105.645833333333,78.4791666666667,NA,308.770833333333,18.7541666666667,23,14,0,227,109181,2.07911632976434,NA,NA,NA,4.5,20.29,26.96,NA,25.92,NA,NA
"1715","2016-05-27",2.24791666666667,231.208333333333,75.4375,NA,332.4375,18.9625,24.9,13.6,0,237,118691,1.99678155883765,NA,NA,NA,6.96,36.46,46.75,NA,30.27,NA,NA
"1716","2016-05-28",1.80416666666667,216.6875,82.5416666666667,NA,192.520833333333,18.61875,23.6,13,1,46,30107,1.52788388082506,NA,NA,NA,3.79,30,35.67,NA,34,NA,NA
"1717","2016-05-29",4.12708333333333,227.020833333333,59.3333333333333,NA,345.458333333333,20.2041666666667,27.5,12.5,0.1,46,22260,2.06648697214735,NA,NA,NA,4.08,13.96,19.92,NA,16.12,NA,NA
"1718","2016-05-30",2.7125,202.666666666667,66.9166666666667,NA,338.520833333333,19.1895833333333,24.6,13.9,0,321,135085,2.37628160047378,NA,NA,NA,3.88,23.21,29,NA,14.08,NA,NA
"1719","2016-05-31",2.6875,219.791666666667,64.8333333333333,NA,309.854166666667,18.8666666666667,24.4,13.4,0,265,126443,2.0958060153587,NA,NA,NA,5.67,24.67,32.96,NA,14.58,NA,NA
"1720","2016-06-01",2.60625,220.229166666667,65.2916666666667,NA,351.854166666667,18.6229166666667,23.9,12.7,0,259,122602,2.11252671245167,NA,NA,NA,4.25,26.08,32.29,NA,20.83,NA,NA
"1721","2016-06-02",2.42083333333333,232.645833333333,69.9583333333333,NA,344.416666666667,18.93125,24.3,13.5,0,228,108280,2.10565201329885,NA,NA,NA,4.29,32.54,38.96,NA,21.12,NA,NA
"1722","2016-06-03",3.2,246.9375,71.3541666666667,NA,324.979166666667,19.1229166666667,25.1,12.4,0,254,112394,2.25990711247931,NA,NA,NA,5.33,31,39,NA,21.83,NA,NA
"1723","2016-06-04",2.225,226.833333333333,63.5833333333333,NA,243.1875,20.1645833333333,25.5,13.6,0,60,37587,1.59629659190678,NA,NA,NA,4.92,35.5,42.75,NA,23.71,NA,NA
"1724","2016-06-05",3.37916666666667,253.708333333333,68.4375,NA,346.791666666667,21.5416666666667,26.9,15.6,0,57,30338,1.87883182807041,NA,NA,NA,4.75,27.42,34.29,NA,23.04,NA,NA
"1725","2016-06-06",3.06041666666667,236.3125,69.9166666666667,NA,295.020833333333,21.475,27,15.5,0,328,139531,2.35073209537665,NA,NA,NA,5.96,29.92,38.92,NA,21.12,NA,NA
"1726","2016-06-07",2.525,228.479166666667,66.5208333333333,NA,342.020833333333,22.3583333333333,28.9,16,0,250,121886,2.05109692663636,NA,NA,NA,10.04,42,56.92,NA,26.33,NA,NA
"1727","2016-06-08",2.89375,234.9375,70.6666666666667,NA,334.833333333333,22.6520833333333,28.2,16.9,0,225,105688,2.12890772840814,NA,NA,NA,8.32,34.73,47.32,NA,28.62,NA,NA
"1728","2016-06-09",2.36666666666667,246.4375,60.5625,NA,327.125,23.5520833333333,30.3,16.4,0,200,106147,1.88417948693793,NA,NA,NA,11.88,39.88,57.54,NA,28.86,NA,NA
"1729","2016-06-10",2.89791666666667,164.645833333333,56.3333333333333,NA,306.020833333333,23.43125,27.3,19.6,0,262,117235,2.23482748326012,NA,NA,NA,5.75,39.12,47.62,NA,22.04,NA,NA
"1730","2016-06-11",2.25208333333333,191.979166666667,68.9375,NA,282.020833333333,21.9458333333333,27,16.1,0,85,46816,1.81561859193438,NA,NA,NA,2.92,23.29,27.29,NA,19.54,NA,NA
"1731","2016-06-12",2.35416666666667,225.75,72.125,NA,211.5625,21.6895833333333,26.7,15.7,0,54,31999,1.687552736023,NA,NA,NA,2.83,16.42,20.04,NA,21.29,NA,NA
"1732","2016-06-13",2.65833333333333,109.125,77.5625,NA,253.333333333333,22.91875,27.3,19.4,0,254,117146,2.16823451078142,NA,NA,NA,3.25,23.46,27.71,NA,23.12,NA,NA
"1733","2016-06-14",3.6625,207.270833333333,54.9166666666667,NA,359.833333333333,24.24375,30.4,18.8,0,237,111767,2.1204827900901,NA,NA,NA,4.33,20.38,26.38,NA,25.96,NA,NA
"1734","2016-06-15",2.92083333333333,181.6875,74.0625,NA,323.895833333333,21.6145833333333,25.1,18.3,0,223,109183,2.04244250478554,NA,NA,NA,4.79,24.67,31.5,NA,24.96,NA,NA
"1735","2016-06-16",4.48958333333333,274.6875,52.8333333333333,NA,272.416666666667,21.0104166666667,25.3,17.4,0,198,102453,1.93259348188926,NA,NA,NA,5.12,18.25,25.58,NA,26,NA,NA
"1736","2016-06-17",3.26041666666667,193.8125,61.5625,NA,242.479166666667,20.2041666666667,24.7,15.4,0.2,199,97448,2.04211476890239,NA,NA,NA,5.29,22.54,30.25,NA,20.96,NA,NA
"1737","2016-06-18",2.5625,204.5625,75.0833333333333,NA,252.854166666667,17.69375,24.1,12.8,17.9,58,27746,2.09039140777049,NA,NA,NA,3.42,21.12,25.83,NA,11.92,NA,NA
"1738","2016-06-19",3.32083333333333,261.416666666667,63.125,NA,364.208333333333,19.28125,25.1,11.6,0,36,20907,1.72191132156694,NA,NA,NA,3.42,17.38,22.17,NA,12.12,NA,NA
"1739","2016-06-20",2.83541666666667,252.479166666667,65.4583333333333,NA,350.125,20.6166666666667,25.5,15.1,0,293,136566,2.14548277023564,NA,NA,NA,7.58,32.21,43.46,NA,19.21,NA,NA
"1740","2016-06-21",3.825,246.625,65.4375,NA,345.958333333333,21.48125,26.6,15.2,0,188,98593,1.90682908522917,NA,NA,NA,8.54,41.08,53.83,NA,26.71,NA,NA
"1741","2016-06-22",3.68125,237.104166666667,59.0416666666667,NA,356.645833333333,22.78125,29.2,16,0,198,108578,1.82357383632043,NA,NA,NA,14.62,46.29,68.42,NA,23.83,NA,NA
"1742","2016-06-23",3.80208333333333,248.125,56,NA,361.791666666667,23.1,29.2,15.3,0,203,99255,2.04523701576747,NA,NA,NA,10.75,39.75,56,NA,40.71,NA,NA
"1743","2016-06-24",3.16458333333333,233.479166666667,62.9166666666667,NA,352.8125,22.95,28.7,14,0,58,37706,1.53821672943298,NA,NA,NA,5.71,31.46,39.83,NA,87.79,NA,NA
"1744","2016-06-25",2.3125,190.041666666667,70.0625,NA,340.583333333333,23.9479166666667,30.4,18.1,0,75,41636,1.80132577577097,NA,NA,NA,3.75,22.71,28.12,NA,20.46,NA,NA
"1745","2016-06-26",2.99791666666667,231.270833333333,71.9375,NA,315.916666666667,23.2645833333333,27.7,18.1,0.1,35,20934,1.67192127639247,NA,NA,NA,4.88,21.83,28.88,NA,29.21,NA,NA
"1746","2016-06-27",3.15416666666667,250.041666666667,73.8333333333333,NA,333.333333333333,22.6729166666667,27.1,17.6,0,291,128028,2.27294029431062,NA,NA,NA,3.71,16.29,21.67,NA,21.67,NA,NA
"1747","2016-06-28",3.20833333333333,236.104166666667,73.7291666666667,NA,328.041666666667,23.00625,27.8,16.4,0,225,114183,1.97052100575392,NA,NA,NA,5.33,25.54,33.38,NA,27.83,NA,NA
"1748","2016-06-29",2.75833333333333,241.104166666667,68.125,NA,235.5625,24.2416666666667,30,19.2,0,222,101918,2.17822170764732,NA,NA,NA,6.83,36.46,46.58,NA,27.75,NA,NA
"1749","2016-06-30",2.23333333333333,170.75,73.9583333333333,NA,325.520833333333,24.1833333333333,28.7,18.9,0,185,89386,2.06967534065737,NA,NA,NA,4.21,34,40.12,NA,30,NA,NA
"1750","2016-07-01",2.32291666666667,225.875,72.5,NA,332.020833333333,24.68125,30,19.4,0,172,83916,2.04966871633538,NA,NA,NA,11.54,37.96,55.38,NA,29.46,NA,NA
"1751","2016-07-02",2.79583333333333,207.125,71.5208333333333,NA,312.604166666667,23.7375,28.9,18.3,0,46,30888,1.48925148925149,NA,NA,NA,4.83,30.04,37.12,NA,24.33,NA,NA
"1752","2016-07-03",2.59583333333333,238.708333333333,75.125,NA,215.0625,23.2229166666667,27.5,18.1,0,51,31961,1.59569475298019,NA,NA,NA,3,15.29,19.5,NA,26.12,NA,NA
"1753","2016-07-04",2.35625,212.645833333333,72.1458333333333,NA,322.083333333333,23.8708333333333,28.6,17.6,0,241,117112,2.05785914338411,NA,NA,NA,9.75,36.83,51.38,NA,28.75,NA,NA
"1754","2016-07-05",2.375,209.979166666667,65.2083333333333,NA,312.8125,25.6541666666667,30.4,20,0,203,104780,1.93739263218171,NA,NA,NA,6.71,36.54,46.38,NA,28.32,NA,NA
"1755","2016-07-06",3.49375,240.020833333333,63.5416666666667,NA,327.416666666667,26.2270833333333,32,21.1,0,193,97178,1.98604622445409,NA,NA,NA,5.12,27.62,35.17,NA,28.08,NA,NA
"1756","2016-07-07",3.32083333333333,232.020833333333,73.3958333333333,NA,295.375,25.8479166666667,31,19.6,0,189,93475,2.02193099759294,NA,NA,NA,4.05,24.23,30.14,NA,31.79,NA,NA
"1757","2016-07-08",2.33333333333333,186.1875,65.6875,NA,305.708333333333,27.0395833333333,33.1,21.5,0,148,72114,2.05230607094323,NA,NA,NA,6.04,45.75,54.5,NA,33.08,NA,NA
"1758","2016-07-09",2.92083333333333,249.145833333333,60.125,NA,332.666666666667,27.7291666666667,33.4,22.9,0,51,25069,2.03438509713192,NA,NA,NA,6.96,43.83,53.92,NA,39.75,NA,NA
"1759","2016-07-10",3.80416666666667,243.1875,61.2291666666667,NA,337.208333333333,27.0791666666667,32.1,20.8,0,40,24202,1.65275597058094,NA,NA,NA,3.21,23.54,28.08,NA,32.42,NA,NA
"1760","2016-07-11",2.62291666666667,219.770833333333,64.8333333333333,NA,308.75,26.44375,31.6,21.8,0,217,111376,1.9483551213906,NA,NA,NA,5.62,38.38,46.79,NA,31.09,NA,NA
"1761","2016-07-12",3.39166666666667,116.895833333333,68.8333333333333,NA,318.416666666667,25.7,29.2,22,0,148,69927,2.11649291403893,NA,NA,NA,3.29,18.71,23.33,NA,20.83,NA,NA
"1762","2016-07-13",3.86458333333333,185.104166666667,63.75,NA,315,23.3729166666667,29.3,18.3,6.2,193,98653,1.9563520622789,NA,NA,NA,4.25,21.29,27.54,NA,20,NA,NA
"1763","2016-07-14",3.52291666666667,210.770833333333,55.125,NA,340.729166666667,22.1875,26.8,16.6,0,172,83951,2.04881418922943,NA,NA,NA,4.75,19.46,26.54,NA,23.5,NA,NA
"1764","2016-07-15",3.49583333333333,260.145833333333,64.6458333333333,NA,347.8125,21.9270833333333,27.1,16.3,0,176,83127,2.11724229191478,NA,NA,NA,4.92,18.83,25.62,NA,21,NA,NA
"1765","2016-07-16",3.13541666666667,252.6875,67.2708333333333,NA,335.145833333333,22.90625,28.6,16.6,0,65,42914,1.51465722141958,NA,NA,NA,3.58,22.79,27.96,NA,24.83,NA,NA
